net,length_um
u_cpu.ALU.u_wallace._3681_,34.78
u_cpu.ALU.u_wallace._0258_,34.76
u_cpu.ALU.u_wallace._2371_,34.76
u_cpu.ALU.u_wallace._3056_,34.75
u_cpu.ALU.u_wallace._4462_,34.75
u_cpu.REG_FILE._02448_,34.74
u_cpu.ALU.u_wallace._0207_,34.725
u_cpu.REG_FILE._02073_,34.72
u_cpu.REG_FILE._02964_,34.72
u_cpu.REG_FILE.rf\[10\]\[8\],34.72
u_cpu.REG_FILE.rf\[21\]\[11\],34.72
u_cpu.ALU.u_wallace._4725_,34.7
u_cpu.IMEM._0619_,34.7
u_cpu.REG_FILE._02035_,34.68
u_cpu.ALU._0967_,34.66
u_cpu.REG_FILE.rf\[16\]\[23\],34.66
u_cpu.REG_FILE.rf\[17\]\[0\],34.66
u_cpu.ALU.u_wallace._3092_,34.64
u_cpu.IMEM._0463_,34.625
u_cpu.ALU.u_wallace._1843_,34.62
u_cpu._0208_,34.62
u_cpu.ALU.u_wallace._1529_,34.6
u_cpu.ALU.u_wallace._4540_,34.6
u_cpu.REG_FILE.rf\[10\]\[11\],34.6
u_cpu.REG_FILE.rf\[22\]\[28\],34.6
u_cpu.ALU.u_wallace._4498_,34.58
u_cpu.REG_FILE.rf\[30\]\[22\],34.58
u_cpu._0458_,34.58
u_cpu.ALU.u_wallace._2678_,34.56
u_cpu.REG_FILE._03094_,34.56
u_cpu.REG_FILE.rf\[26\]\[8\],34.56
u_cpu.ALU.u_wallace._2566_,34.48
u_cpu.ALU.u_wallace._4069_,34.48
u_cpu.REG_FILE._04164_,34.48
u_cpu.REG_FILE.rf\[15\]\[21\],34.48
u_cpu.ALU.u_wallace._3245_,34.47
u_cpu.ALU.u_wallace._0761_,34.46
u_cpu.ALU.u_wallace._2584_,34.46
u_cpu.REG_FILE._03209_,34.46
u_cpu.ALU._0709_,34.44
u_cpu.ALU.u_wallace._2654_,34.42
u_cpu.ALU.u_wallace._4777_,34.42
u_cpu.ALU.u_wallace._2030_,34.4
u_cpu.ALU._1148_,34.38
u_cpu.ALU.u_wallace._2518_,34.38
u_cpu.ALU.u_wallace._0422_,34.34
u_cpu.IMEM._0356_,34.34
u_cpu.ALU.u_wallace._1716_,34.32
u_cpu.ALU.u_wallace._3680_,34.32
u_cpu.REG_FILE._03316_,34.3
u_cpu.ALU._1058_,34.25
u_cpu.ALU._0041_,34.24
u_cpu.REG_FILE._02135_,34.24
u_cpu.ALU.u_wallace._3911_,34.22
u_cpu.REG_FILE._01777_,34.22
u_cpu.REG_FILE.rf\[23\]\[25\],34.22
u_cpu.ALU._0457_,34.185
u_cpu.ALU.u_wallace._0966_,34.18
u_cpu.ALU.u_wallace._1274_,34.18
u_cpu.ALU.u_wallace._4373_,34.18
u_cpu.REG_FILE._03262_,34.18
u_cpu.ALU.u_wallace._2089_,34.16
u_cpu.REG_FILE.rf\[20\]\[11\],34.16
u_cpu.ALU.u_wallace._2923_,34.14
u_cpu.M_AXI_WDATA\[26\],34.12
u_cpu.ALU._0051_,34.06
u_cpu.REG_FILE.rf\[26\]\[23\],34.06
u_cpu.led\[5\],34.04
u_cpu.ALU.ALUResult\[24\],34
u_cpu.REG_FILE._01567_,34
u_cpu._0161_,34
u_cpu.REG_FILE.rf\[24\]\[16\],33.98
u_cpu.REG_FILE.rf\[24\]\[23\],33.98
u_cpu.ALU.u_wallace._4185_,33.96
u_cpu.ALU.u_wallace._1339_,33.94
u_cpu.ALU.u_wallace._2442_,33.91
u_cpu.ALU.u_wallace._4863_,33.86
u_cpu.REG_FILE.rf\[24\]\[30\],33.84
u_cpu.ALU.u_wallace._3265_,33.83
u_cpu.ALU.u_wallace._0102_,33.82
u_cpu.ALU.u_wallace._2412_,33.82
u_cpu.REG_FILE.rf\[23\]\[28\],33.82
u_cpu.REG_FILE._02676_,33.8
u_cpu.REG_FILE.rf\[24\]\[3\],33.8
u_cpu.ALU._0010_,33.78
u_cpu.ALU.u_wallace._3248_,33.78
u_cpu.ALU.u_wallace._3725_,33.76
u_cpu.ALU.u_wallace._0909_,33.74
u_cpu.ALU.u_wallace._3064_,33.735
u_cpu.ALU.u_wallace._2224_,33.72
u_cpu.ALU.u_wallace._3162_,33.72
u_cpu.ALU.u_wallace._1913_,33.7
u_cpu.ALU.u_wallace._1128_,33.69
u_cpu.ALU._0232_,33.68
u_cpu.ALU.u_wallace._1612_,33.68
u_cpu.ALU.u_wallace._4512_,33.68
u_cpu.ALU.u_wallace._4652_,33.68
u_cpu.ALU.u_wallace._1291_,33.665
u_cpu.ALU.u_wallace._0139_,33.64
u_cpu.ALU.u_wallace._2416_,33.64
u_cpu.ALU.u_wallace._2899_,33.64
u_cpu.ALU.u_wallace._1361_,33.635
u_cpu.ALU.u_wallace._1415_,33.62
u_cpu.ALU.u_wallace._3142_,33.61
u_cpu.ALU._0966_,33.6
u_cpu.ALU.u_wallace._0828_,33.6
u_cpu.ALU.u_wallace._1664_,33.6
u_cpu.ALU.u_wallace._2270_,33.6
u_cpu.ALU.u_wallace._0509_,33.58
u_cpu.ALU.u_wallace._2472_,33.58
u_cpu.ALU.u_wallace._4792_,33.58
u_cpu.ALU.u_wallace._0478_,33.56
u_cpu.ALU.u_wallace._4700_,33.56
u_cpu.REG_FILE.rf\[20\]\[8\],33.55
u_cpu.ALU.u_wallace._4169_,33.54
u_cpu.REG_FILE.rf\[24\]\[19\],33.54
u_cpu.ALU.u_wallace._3566_,33.52
u_cpu.M_AXI_WDATA\[5\],33.52
u_cpu._0197_,33.5
u_cpu.ALU.u_wallace._1740_,33.49
u_cpu.REG_FILE._02864_,33.48
u_cpu.ALU.ALUResult\[19\],33.46
u_cpu.ALU._0174_,33.46
u_cpu.ALU.u_wallace._2620_,33.46
u_cpu.ALU.u_wallace._4778_,33.46
u_cpu.IMEM._0664_,33.46
u_cpu.REG_FILE._02615_,33.46
u_cpu.ALU.u_wallace._3082_,33.44
u_cpu.ALU.u_wallace._0900_,33.42
u_cpu.ALU.u_wallace._3372_,33.4
u_cpu.M_AXI_WDATA\[4\],33.4
u_cpu.ALU.u_wallace._1885_,33.375
u_cpu.ALU.u_wallace._2057_,33.37
u_cpu.ALU.u_wallace._0644_,33.35
u_cpu.ALU.u_wallace._2197_,33.35
u_cpu.ALU.u_wallace._0394_,33.34
u_cpu._0373_,33.34
u_cpu.ALU.u_wallace._2116_,33.32
u_cpu.ALU.u_wallace._3979_,33.315
u_cpu.ALU.u_wallace._2159_,33.3
u_cpu.REG_FILE.rf\[23\]\[26\],33.3
u_cpu.REG_FILE.rf\[13\]\[5\],33.28
u_cpu.ALU._1303_,33.26
u_cpu.ALU.u_wallace._2259_,33.26
u_cpu.ALU.u_wallace._3378_,33.26
u_cpu.ALU.u_wallace._3412_,33.24
u_cpu.REG_FILE.rf\[13\]\[20\],33.24
u_cpu.REG_FILE._02192_,33.235
u_cpu.ALUResult_W_Reg\[0\],33.22
u_cpu._0417_,33.22
u_cpu.REG_FILE.rf\[24\]\[21\],33.18
u_cpu.ALU.u_wallace._0085_,33.16
u_cpu.REG_FILE.rf\[28\]\[22\],33.16
u_cpu.ALU.u_wallace._4087_,33.14
u_cpu.IMEM._0661_,33.1
u_cpu.ALU._0013_,33.08
u_cpu.ALU._0192_,33.08
u_cpu.IMEM._0354_,33.08
u_cpu.ALU.u_wallace._2024_,33.06
u_cpu.ALU.u_wallace._4059_,33.02
u_cpu.ALU.u_wallace._2653_,33
u_cpu.REG_FILE.rf\[29\]\[0\],33
u_cpu.M_AXI_AWADDR\[10\],32.98
u_cpu.ALU.u_wallace._3822_,32.96
u_cpu.REG_FILE.rf\[11\]\[4\],32.96
u_cpu.ALU.u_wallace._3891_,32.94
u_cpu.ALUResult_W_Reg\[25\],32.94
u_cpu.REG_FILE._03402_,32.94
u_cpu.REG_FILE.rf\[13\]\[19\],32.94
u_cpu.led\[6\],32.94
u_cpu.REG_FILE.rf\[20\]\[24\],32.92
u_cpu.ALU._0229_,32.9
u_cpu.REG_FILE.rf\[31\]\[19\],32.9
u_cpu.ALU.u_wallace._3114_,32.88
u_cpu.IMEM._0719_,32.88
u_cpu.ALU.u_wallace._2069_,32.86
u_cpu.ALU.u_wallace._2693_,32.86
u_cpu.ALU.u_wallace._3708_,32.86
u_cpu.REG_FILE.rf\[28\]\[10\],32.86
u_cpu.ALU.u_wallace._0871_,32.82
u_cpu.ALU.u_wallace._0967_,32.8
u_cpu.ALU.u_wallace._1563_,32.8
u_cpu.REG_FILE.rf\[20\]\[12\],32.8
u_cpu.REG_FILE.rf\[21\]\[9\],32.8
u_cpu.ALU._1293_,32.78
u_cpu.ALU.u_wallace._0378_,32.78
u_cpu.ALU.u_wallace._0156_,32.76
u_cpu.ALU.u_wallace._0662_,32.76
u_cpu.ALU.u_wallace._4070_,32.76
u_cpu.IMEM._0126_,32.76
u_cpu.ALU.u_wallace._4596_,32.75
u_cpu.ALU._0854_,32.74
u_cpu.REG_FILE.rf\[23\]\[24\],32.735
u_cpu.ALU.u_wallace._1863_,32.73
u_cpu.ALU.u_wallace._3175_,32.72
u_cpu.ALU.u_wallace._4178_,32.72
u_cpu.REG_FILE.rf\[28\]\[6\],32.72
u_cpu.ALU._0254_,32.7
u_cpu.ALU.u_wallace._1359_,32.7
u_cpu.ALU.u_wallace._2486_,32.7
u_cpu.ALU.u_wallace._4459_,32.7
u_cpu.M_AXI_WDATA\[31\],32.7
u_cpu.ALU.u_wallace._0134_,32.69
u_cpu.ALU.u_wallace._2981_,32.69
u_cpu.ALU.u_wallace._1836_,32.68
u_cpu.ALU.u_wallace._2425_,32.68
u_cpu.ALU.u_wallace._2556_,32.68
u_cpu.IMEM.rd\[26\],32.68
u_cpu.REG_FILE.rf\[8\]\[1\],32.64
u_cpu.ALU.u_wallace._0234_,32.62
u_cpu.ALU.u_wallace._3813_,32.62
u_cpu.ALU.u_wallace._4531_,32.62
u_cpu.REG_FILE.rf\[21\]\[27\],32.62
u_cpu.REG_FILE.rf\[15\]\[19\],32.6
u_cpu.REG_FILE.rf\[20\]\[6\],32.58
u_cpu.REG_FILE.rf\[28\]\[0\],32.58
u_cpu.ALU.u_wallace._3072_,32.56
u_cpu.ALU.u_wallace._3500_,32.54
u_cpu.REG_FILE._03872_,32.54
u_cpu.ALU.u_wallace._1277_,32.52
u_cpu.ALU.u_wallace._1539_,32.5
u_cpu.ALU.u_wallace._0183_,32.495
u_cpu.ALU._0993_,32.48
u_cpu.IMEM._0394_,32.48
u_cpu.ALU._1056_,32.46
u_cpu.ALU._1222_,32.46
u_cpu.ALU.u_wallace._0212_,32.46
u_cpu.ALU.u_wallace._2662_,32.46
u_cpu.ALU.u_wallace._3256_,32.46
u_cpu.REG_FILE.rf\[17\]\[10\],32.4
u_cpu.ALU.u_wallace._2262_,32.395
u_cpu.ALU._1344_,32.38
u_cpu.ALU.u_wallace._0056_,32.38
u_cpu.ALU.u_wallace._2169_,32.38
u_cpu.ALU.u_wallace._3532_,32.36
u_cpu.ALU.u_wallace._4618_,32.36
u_cpu.REG_FILE.rf\[0\]\[26\],32.36
u_cpu.ALU.u_wallace._0181_,32.34
u_cpu.ALU.u_wallace._0270_,32.34
u_cpu.REG_FILE.rf\[31\]\[11\],32.34
u_cpu.ALU.u_wallace._4704_,32.325
u_cpu.ALU.u_wallace._3266_,32.32
u_cpu.ALU._0869_,32.3
u_cpu.ALU.u_wallace._4701_,32.3
u_cpu.ALU.u_wallace._4865_,32.3
u_cpu.ALU.u_wallace._3186_,32.28
u_cpu.ALU.u_wallace._1904_,32.265
u_cpu.ALU.u_wallace._1583_,32.24
u_cpu.ALU.u_wallace._4148_,32.24
u_cpu.REG_FILE._01442_,32.24
u_cpu.ALU.u_wallace._1920_,32.23
u_cpu.IMEM._0870_,32.23
u_cpu.ALU.u_wallace._1656_,32.22
u_cpu.ALU.u_wallace._3043_,32.22
u_cpu.ALU.u_wallace._4181_,32.22
u_cpu.REG_FILE.rf\[4\]\[30\],32.2
u_cpu.IMEM._0756_,32.16
u_cpu.ALU.u_wallace._0683_,32.14
u_cpu.ALU.u_wallace._1451_,32.14
u_cpu.ALU.u_wallace._4078_,32.14
u_cpu.REG_FILE.rf\[0\]\[23\],32.14
u_cpu.REG_FILE.rf\[14\]\[18\],32.14
u_cpu.REG_FILE.rf\[1\]\[16\],32.12
u_cpu.REG_FILE.rf\[27\]\[21\],32.12
u_cpu.ALU.u_wallace._3467_,32.1
u_cpu.ALU.u_wallace._4891_,32.1
u_cpu.ALU.u_wallace._1194_,32.095
u_cpu.ALU.u_wallace._3422_,32.08
u_cpu.IMEM._0835_,32.08
u_cpu.IMEM._0863_,32.08
u_cpu.IMEM._0885_,32.08
u_cpu.REG_FILE.rf\[8\]\[16\],32.08
u_cpu.REG_FILE.rf\[14\]\[15\],32.06
u_cpu.IMEM._0265_,32.04
u_cpu.ALU._1227_,32.02
u_cpu.REG_FILE._02400_,32.02
u_cpu.REG_FILE.rf\[23\]\[22\],32.02
u_cpu.ALU.u_wallace._1556_,32
u_cpu.REG_FILE.rf\[9\]\[22\],32
u_cpu.REG_FILE._03300_,31.98
u_cpu.ALU.ALUResult\[6\],31.96
u_cpu.IMEM._0751_,31.96
u_cpu.REG_FILE._01110_,31.96
u_cpu.ALU.u_wallace._4833_,31.94
u_cpu.REG_FILE.we3,31.93
u_cpu.ALU._0132_,31.92
u_cpu.ALU.u_wallace._0067_,31.92
u_cpu.ALU.u_wallace._1879_,31.92
u_cpu.ALU.u_wallace._3480_,31.92
u_cpu.ALU.u_wallace._3528_,31.92
u_cpu.ALU.u_wallace._2310_,31.91
u_cpu.REG_FILE.rf\[5\]\[7\],31.91
u_cpu.ALU.u_wallace._3408_,31.88
u_cpu._0319_,31.88
u_cpu.ALU.u_wallace._0643_,31.865
u_cpu.ALU.u_wallace._2334_,31.84
u_cpu.ALU.u_wallace._3257_,31.84
u_cpu.REG_FILE._01230_,31.84
u_cpu.ALU.u_wallace._0830_,31.82
u_cpu._0494_,31.82
u_cpu.ALU.u_wallace._2009_,31.8
u_cpu.ALU.u_wallace._0197_,31.78
u_cpu._0206_,31.78
u_cpu.ALU.u_wallace._2884_,31.76
u_cpu.ALU.u_wallace._1809_,31.74
u_cpu.ALU.u_wallace._2108_,31.74
u_cpu.REG_FILE.rf\[20\]\[26\],31.74
u_cpu.ALU.u_wallace._4532_,31.73
u_cpu.ALU.u_wallace._0387_,31.72
u_cpu.ALU.u_wallace._4473_,31.72
u_cpu._0637_,31.72
u_cpu.ALU._0661_,31.7
u_cpu.REG_FILE.rf\[23\]\[9\],31.7
u_cpu.REG_FILE.rf\[27\]\[9\],31.7
u_cpu.ALU.u_wallace._2738_,31.69
u_cpu.M_AXI_WDATA\[1\],31.68
u_cpu.REG_FILE.rf\[13\]\[4\],31.68
u_cpu.ALU.u_wallace._3406_,31.66
u_cpu.ALU.u_wallace._3927_,31.66
u_cpu.IMEM._0745_,31.66
u_cpu.IMEM._0749_,31.66
u_cpu.REG_FILE.rf\[29\]\[6\],31.66
u_cpu.ALU.u_wallace._0220_,31.64
u_cpu.ALU.u_wallace._0027_,31.62
u_cpu.ALU.u_wallace._2452_,31.58
u_cpu.ALU.u_wallace._2870_,31.58
u_cpu.ALU.u_wallace._2096_,31.565
u_cpu.ALU.u_wallace._3131_,31.56
u_cpu.ALU._1087_,31.545
u_cpu.ALU.u_wallace._0306_,31.54
u_cpu.ALU.u_wallace._1183_,31.54
u_cpu.ALU.u_wallace._1232_,31.49
u_cpu.REG_FILE._04074_,31.48
u_cpu._0179_,31.48
u_cpu.ALU.u_wallace._1226_,31.46
u_cpu.REG_FILE.rf\[25\]\[26\],31.46
u_cpu.IMEM._0826_,31.45
u_cpu.ALU.u_wallace._1089_,31.42
u_cpu.ALU.u_wallace._3179_,31.42
u_cpu.ALU.u_wallace._3440_,31.42
u_cpu.ALU._1010_,31.4
u_cpu.IMEM._0814_,31.36
u_cpu.REG_FILE._02821_,31.36
u_cpu.ALU.u_wallace._0349_,31.34
u_cpu.REG_FILE._01257_,31.34
u_cpu.ALU._1171_,31.32
u_cpu.REG_FILE.rf\[12\]\[28\],31.28
u_cpu.REG_FILE._04205_,31.27
u_cpu.ALU._1196_,31.24
u_cpu.ALU.u_wallace._2104_,31.22
u_cpu.ALU.u_wallace._3540_,31.22
u_cpu.REG_FILE._03588_,31.22
u_cpu.ALU.u_wallace._0081_,31.2
u_cpu.ALU.u_wallace._1952_,31.2
u_cpu.REG_FILE.rf\[4\]\[25\],31.18
u_cpu.ALU.u_wallace._0069_,31.16
u_cpu.ALU._1276_,31.14
u_cpu.ALU._0262_,31.09
u_cpu.IMEM.rd\[24\],31.08
u_cpu.ALU._0430_,31.06
u_cpu.ALU.u_wallace._2207_,31.06
u_cpu.ALU.u_wallace._3826_,31.04
u_cpu.REG_FILE._03725_,31.04
u_cpu.REG_FILE.rf\[17\]\[13\],31.04
u_cpu.ALU.u_wallace._0408_,31.02
u_cpu.ALU.u_wallace._3407_,31.02
u_cpu.ALU._0056_,31
u_cpu.ALU.u_wallace._3838_,31
u_cpu.ALU.u_wallace._3859_,31
u_cpu.ALU.u_wallace._4036_,31
u_cpu.ALU.u_wallace._0449_,30.98
u_cpu.ALU.u_wallace._1519_,30.98
u_cpu.ALU.u_wallace._2340_,30.96
u_cpu.ALU.u_wallace._3622_,30.96
u_cpu.ALU.u_wallace._3771_,30.96
u_cpu.IMEM.a\[25\],30.94
u_cpu.REG_FILE.rf\[29\]\[13\],30.93
u_cpu.ALU.u_wallace._1561_,30.92
u_cpu.REG_FILE.rf\[10\]\[7\],30.92
u_cpu.REG_FILE.rf\[27\]\[29\],30.92
u_cpu.ALU.u_wallace._0082_,30.9
u_cpu.ALU.u_wallace._1085_,30.88
u_cpu._0182_,30.88
u_cpu.ALU.u_wallace._0141_,30.86
u_cpu.ALU._0553_,30.84
u_cpu.ALU.u_wallace._0421_,30.84
u_cpu.IMEM._0843_,30.84
u_cpu.IMEM.a\[16\],30.815
u_cpu.IMEM._0865_,30.81
u_cpu.ALU.u_wallace._0986_,30.8
u_cpu.ALU.u_wallace._4474_,30.8
u_cpu.ALU._1247_,30.78
u_cpu.ALU.u_wallace._2602_,30.775
u_cpu.IMEM._0806_,30.76
u_cpu.IMEM.a\[6\],30.76
u_cpu.ALU.u_wallace._1789_,30.73
u_cpu.ALU.u_wallace._1013_,30.72
u_cpu.REG_FILE.rf\[29\]\[26\],30.72
u_cpu.ALU.u_wallace._1061_,30.7
u_cpu.ALU.u_wallace._1582_,30.7
u_cpu.ALU.u_wallace._2040_,30.7
u_cpu.ALU.u_wallace._2713_,30.7
u_cpu.ALU.u_wallace._3384_,30.7
u_cpu.ALU.u_wallace._4179_,30.7
u_cpu.REG_FILE._03435_,30.7
u_cpu.REG_FILE.rf\[30\]\[7\],30.7
u_cpu.ALU._1069_,30.64
u_cpu.ALU.u_wallace._0002_,30.62
u_cpu.REG_FILE.rf\[4\]\[18\],30.62
u_cpu.ALU.u_wallace._1222_,30.61
u_cpu.ALU.u_wallace._0389_,30.6
u_cpu.ALU.u_wallace._3796_,30.6
u_cpu.IMEM._0387_,30.595
u_cpu.ALU.u_wallace._0068_,30.58
u_cpu.ALU.u_wallace._2509_,30.56
u_cpu.ALU.u_wallace._2008_,30.54
u_cpu.ALU.u_wallace._3582_,30.54
u_cpu.REG_FILE._03758_,30.54
u_cpu.REG_FILE.rf\[4\]\[17\],30.54
u_cpu.ALUResult_W_Reg\[21\],30.5
u_cpu.REG_FILE._02672_,30.48
u_cpu.REG_FILE.rf\[24\]\[9\],30.48
u_cpu.ALU.u_wallace._1319_,30.475
u_cpu.ALU.u_wallace._1520_,30.46
u_cpu.REG_FILE.rf\[20\]\[22\],30.46
u_cpu.REG_FILE.rf\[21\]\[3\],30.42
u_cpu.ALU.u_wallace._1889_,30.415
u_cpu.ALU.u_wallace._0437_,30.4
u_cpu.ALU.u_wallace._0760_,30.4
u_cpu.REG_FILE._02731_,30.4
u_cpu.REG_FILE.rf\[26\]\[20\],30.4
u_cpu.REG_FILE.rf\[7\]\[26\],30.4
u_cpu.ALU.u_wallace._0247_,30.39
u_cpu.ALU._0408_,30.38
u_cpu.ALU._0917_,30.38
u_cpu.ALU.u_wallace._1436_,30.38
u_cpu.REG_FILE.rf\[10\]\[9\],30.38
u_cpu.ALU.u_wallace._1981_,30.36
u_cpu.IMEM._0830_,30.36
u_cpu.REG_FILE.rf\[28\]\[11\],30.36
u_cpu.ALU.u_wallace._0820_,30.34
u_cpu.ALU.u_wallace._1917_,30.34
u_cpu.ALU.u_wallace._4023_,30.34
u_cpu.REG_FILE.rf\[7\]\[17\],30.34
u_cpu.counter\[2\],30.34
u_cpu.REG_FILE._04361_,30.32
u_cpu.ALU._1064_,30.3
u_cpu.ALU.u_wallace._0308_,30.3
u_cpu.ALU.u_wallace._1546_,30.285
u_cpu.ALU.u_wallace._1536_,30.28
u_cpu.ALU.u_wallace._2095_,30.28
u_cpu.ALU.u_wallace._4616_,30.28
u_cpu.REG_FILE.rf\[9\]\[28\],30.28
u_cpu.ALU.u_wallace._0438_,30.26
u_cpu.ALU._1125_,30.24
u_cpu.ALU.u_wallace._0018_,30.24
u_cpu.ALU.u_wallace._2092_,30.22
u_cpu.ALU.u_wallace._2118_,30.22
u_cpu.ALU.u_wallace._3080_,30.22
u_cpu.REG_FILE.rf\[26\]\[3\],30.22
u_cpu.ALU.u_wallace._3512_,30.215
u_cpu.ALU.u_wallace._2333_,30.2
u_cpu.ALU.u_wallace._2810_,30.2
u_cpu.ALU.u_wallace._3108_,30.2
u_cpu.REG_FILE.rf\[27\]\[24\],30.17
u_cpu.ALU._1089_,30.16
u_cpu.ALU.u_wallace._2255_,30.16
u_cpu.REG_FILE._02591_,30.16
u_cpu.REG_FILE._02879_,30.16
u_cpu.REG_FILE.rf\[22\]\[4\],30.16
u_cpu.ALU.u_wallace._1334_,30.14
u_cpu.REG_FILE.rf\[11\]\[20\],30.14
u_cpu.ALU.u_wallace._0463_,30.12
u_cpu.ALU.u_wallace._0689_,30.1
u_cpu.ALU.u_wallace._0915_,30.1
u_cpu.ALU.u_wallace._2692_,30.1
u_cpu.ALU.u_wallace._3366_,30.08
u_cpu.ALU.u_wallace._4910_,30.08
u_cpu.ALU.u_wallace._2577_,30.06
u_cpu.ALU.u_wallace._3630_,30.05
u_cpu.IMEM.a\[11\],30.04
u_cpu.REG_FILE.wd3\[31\],30.04
u_cpu.ALU._0018_,30.02
u_cpu.ALU.u_wallace._0416_,30
u_cpu.ALU.u_wallace._3722_,30
u_cpu.ALU.u_wallace._3761_,30
u_cpu.REG_FILE.rf\[6\]\[7\],30
u_cpu.ALU._0878_,29.995
u_cpu.ALU.u_wallace._3271_,29.98
u_cpu.IMEM._0586_,29.96
u_cpu.REG_FILE._01978_,29.96
u_cpu.REG_FILE._03803_,29.94
u_cpu.REG_FILE.rf\[3\]\[27\],29.935
u_cpu._0290_,29.935
u_cpu.counter\[6\],29.9
u_cpu._0295_,29.88
u_cpu.ALU.u_wallace._1724_,29.84
u_cpu.ALU.u_wallace._3548_,29.84
u_cpu.REG_FILE.rf\[16\]\[12\],29.84
u_cpu.ALU.u_wallace._2043_,29.77
u_cpu.ALU._0245_,29.76
u_cpu.ALU._0292_,29.76
u_cpu.ALU._0077_,29.74
u_cpu.IMEM._0776_,29.74
u_cpu.REG_FILE.rf\[0\]\[11\],29.74
u_cpu.REG_FILE.rf\[24\]\[6\],29.74
u_cpu.ALU._0620_,29.72
u_cpu.ALU.u_wallace._4049_,29.72
u_cpu.REG_FILE._03524_,29.72
u_cpu.ALU.u_wallace._2351_,29.7
u_cpu.IMEM._0504_,29.69
u_cpu.ALU.u_wallace._2413_,29.68
u_cpu.ALU.u_wallace._0944_,29.67
u_cpu.ALU._0724_,29.66
u_cpu.ALU.u_wallace._2267_,29.66
u_cpu.ALU.u_wallace._3667_,29.66
u_cpu.REG_FILE.rf\[14\]\[4\],29.66
u_cpu.ALU.u_wallace._2858_,29.64
u_cpu.ALU.u_wallace._3386_,29.64
u_cpu.ALU.u_wallace._0793_,29.62
u_cpu.REG_FILE._03396_,29.62
u_cpu.ALU.u_wallace._2234_,29.615
u_cpu.ALU.u_wallace._3290_,29.6
u_cpu.ALU.u_wallace._4416_,29.6
u_cpu.REG_FILE.rf\[14\]\[25\],29.6
u_cpu.REG_FILE.rf\[12\]\[31\],29.59
u_cpu.REG_FILE.rf\[29\]\[1\],29.58
u_cpu.ALU._1348_,29.56
u_cpu.ALU.u_wallace._1915_,29.56
u_cpu.ALU.u_wallace._0748_,29.54
u_cpu.ALU.u_wallace._1122_,29.54
u_cpu.ALU.u_wallace._1287_,29.54
u_cpu.ALU.u_wallace._4630_,29.54
u_cpu.REG_FILE.rf\[13\]\[7\],29.54
u_cpu.ALU.u_wallace._3338_,29.52
u_cpu.ALU.u_wallace._2649_,29.51
u_cpu.ALU.u_wallace._4761_,29.5
u_cpu.ALU.u_wallace._4789_,29.5
u_cpu.ALU.u_wallace._3999_,29.475
u_cpu.ALU._1134_,29.46
u_cpu.REG_FILE.rf\[31\]\[8\],29.46
u_cpu.ALU.u_wallace._4924_,29.44
u_cpu.ALU._1143_,29.42
u_cpu.ALU.u_wallace._1189_,29.42
u_cpu.ALU.u_wallace._1181_,29.4
u_cpu.ALU._1097_,29.38
u_cpu.ALU.u_wallace._4226_,29.38
u_cpu.REG_FILE._03471_,29.38
u_cpu.ALU.u_wallace._3231_,29.365
u_cpu.ALU._0042_,29.36
u_cpu.ALU._1005_,29.36
u_cpu.ALU.u_wallace._1602_,29.36
u_cpu.ALU.u_wallace._4581_,29.36
u_cpu.IMEM._0303_,29.36
u_cpu.IMEM._0924_,29.36
u_cpu.REG_FILE.rf\[17\]\[2\],29.34
u_cpu.ALU.u_wallace._2874_,29.335
u_cpu.ALU.u_wallace._2058_,29.32
u_cpu.ALU.u_wallace._2792_,29.32
u_cpu.IMEM._0357_,29.32
u_cpu.IMEM._0542_,29.3
u_cpu.M_AXI_WDATA\[10\],29.3
u_cpu.REG_FILE.rf\[1\]\[10\],29.3
u_cpu.ALU.u_wallace._4868_,29.26
u_cpu.ALU.u_wallace._0584_,29.24
u_cpu.ALU.u_wallace._3046_,29.24
u_cpu.ALU.u_wallace._4094_,29.24
u_cpu.ALU.u_wallace._4648_,29.24
u_cpu.REG_FILE.rf\[22\]\[27\],29.24
u_cpu.REG_FILE.rf\[28\]\[14\],29.24
u_cpu.ALU.u_wallace._1448_,29.22
u_cpu.ALU.u_wallace._3807_,29.22
u_cpu._0382_,29.22
u_cpu.REG_FILE._03628_,29.2
u_cpu.REG_FILE.rf\[4\]\[27\],29.2
u_cpu.REG_FILE.rf\[27\]\[26\],29.18
u_cpu.REG_FILE.rf\[31\]\[3\],29.18
u_cpu.ALU.u_wallace._3420_,29.16
u_cpu.IMEM._0534_,29.16
u_cpu.ALU.u_wallace._0879_,29.135
u_cpu.ALU.u_wallace._0625_,29.12
u_cpu.ALU.u_wallace._2061_,29.11
u_cpu.ALU.u_wallace._1184_,29.1
u_cpu.ALU.u_wallace._2211_,29.08
u_cpu.ALU.u_wallace._2406_,29.08
u_cpu.ALU.u_wallace._3132_,29.055
u_cpu.ALU.u_wallace._1791_,29.04
u_cpu.IMEM._0561_,29.04
u_cpu.ALU.u_wallace._1495_,29.02
u_cpu.ALU.u_wallace._1052_,29
u_cpu.ALU.u_wallace._2554_,29
u_cpu.IMEM.a\[12\],29
u_cpu.REG_FILE.rf\[9\]\[8\],28.98
u_cpu._0236_,28.965
u_cpu.ALU.u_wallace._4878_,28.94
u_cpu.REG_FILE._04384_,28.94
u_cpu.REG_FILE.rf\[31\]\[10\],28.94
u_cpu.ALU.u_wallace._0473_,28.935
