net,length_um
u_cpu.REG_FILE._01277_,413
u_cpu.REG_FILE._04668_,412.98
u_cpu.REG_FILE._01531_,412.035
u_cpu.REG_FILE._02238_,411.94
u_cpu.IMEM._0560_,411.65
u_cpu.REG_FILE._01889_,411.1
u_cpu.IMEM._0131_,410.76
u_cpu.REG_FILE._05372_,409.955
u_cpu.ALU.u_wallace._4545_,408.61
u_cpu.ALU.u_wallace._1169_,408.35
u_cpu.ALU.u_wallace._4551_,407.36
u_cpu.REG_FILE._04998_,406.84
clknet_4_13__leaf_wb_clk_i,406.84
u_cpu.REG_FILE._03879_,405.94
u_cpu.ALU.u_wallace._3404_,405.75
u_cpu.REG_FILE._05109_,405.36
u_cpu.IMEM._0667_,405.17
u_cpu.REG_FILE._04438_,404.8
u_cpu.ALU._0859_,404.46
u_cpu.REG_FILE._04444_,404.2
u_cpu.IMEM._0148_,403.92
u_cpu.REG_FILE._03249_,403.76
u_cpu.IMEM._0218_,402.97
u_cpu.IMEM._0044_,402.69
u_cpu.IMEM._0407_,402.66
u_cpu.REG_FILE._05221_,402.59
u_cpu.ALU.u_wallace._4610_,402.395
u_cpu.IMEM._0295_,401.825
u_cpu.ALU.u_wallace._0983_,401.595
u_cpu.ALU.u_wallace._0600_,401.42
u_cpu.ALU.Product_Wallace\[26\],401.38
u_cpu.ALU.SrcB\[5\],401.14
u_cpu.IMEM._0165_,400.81
u_cpu.IMEM._0187_,400.08
u_cpu.REG_FILE._04482_,399.94
u_cpu.ALU.u_wallace._1476_,399.88
u_cpu.REG_FILE._04678_,399.54
u_cpu.ALU.u_wallace._4452_,399.14
u_cpu.IMEM._0646_,398.9
u_cpu.ALU.u_wallace._0015_,398.83
u_cpu.REG_FILE._04936_,398.54
u_cpu.ALU.u_wallace._0122_,396.75
u_cpu.IMEM._0347_,396.5
u_cpu.ALU.u_wallace._4813_,396.12
u_cpu.REG_FILE._02018_,395.4
u_cpu.REG_FILE._03304_,395.14
u_cpu.REG_FILE._04448_,395.04
u_cpu.REG_FILE._01750_,394.46
u_cpu.REG_FILE._04760_,394.33
u_cpu.ALU.u_wallace._4602_,394.25
u_cpu.REG_FILE._04472_,393.78
u_cpu.ALU.u_wallace._2834_,393
u_cpu.REG_FILE._05035_,392.71
u_cpu.IMEM._0071_,391.8
u_cpu.ALU.u_wallace._4604_,391.67
u_cpu.ALU.u_wallace._0034_,391.485
u_cpu.REG_FILE._04665_,391.26
u_cpu.REG_FILE._01040_,391.24
u_cpu.REG_FILE._02746_,390.36
u_cpu.ALU._0873_,390.28
u_cpu.ALU.u_wallace._2045_,390.23
u_cpu.REG_FILE._04592_,389.83
u_cpu.REG_FILE._02856_,389.01
u_cpu.ALU.u_wallace._1421_,388.79
u_cpu.ALU.u_wallace._1979_,388.32
u_cpu.REG_FILE._04556_,387.98
u_cpu.REG_FILE._05271_,387.71
u_cpu.REG_FILE._04712_,387.62
u_cpu.ALU.u_wallace._4605_,387.5
u_cpu.ALU.u_wallace._2933_,387.15
u_cpu.ALU.SrcB\[17\],386.9
u_cpu.ALU.u_wallace._0610_,386.37
u_cpu.IMEM._0466_,386.16
u_cpu.REG_FILE._01159_,385.785
u_cpu.REG_FILE._04832_,385.45
u_cpu.ALU._0708_,384.43
u_cpu.REG_FILE._05409_,384.4
u_cpu.ALU.u_wallace._4840_,384.28
u_cpu.IMEM._0078_,384.26
u_cpu.REG_FILE._03038_,383.98
u_cpu.REG_FILE._03081_,383.95
u_cpu.ALU.u_wallace._4904_,383.62
u_cpu.M_AXI_WDATA\[21\],383.4
u_cpu.ALU._0975_,382.87
u_cpu.ALU.u_wallace._0179_,382.87
u_cpu.REG_FILE._05398_,381.39
u_cpu.REG_FILE._04691_,381.36
u_cpu.REG_FILE._01025_,381.33
u_cpu.REG_FILE._01684_,381.16
u_cpu.ALU.u_wallace._0363_,380.49
u_cpu.REG_FILE._02923_,380.415
u_cpu.ALU.SrcB\[2\],379.38
u_cpu.REG_FILE._05020_,378.68
u_cpu.IMEM._0262_,377.58
u_cpu.REG_FILE._05252_,377.57
u_cpu.ALU.u_wallace._4444_,377.49
u_cpu.REG_FILE._05216_,377.34
u_cpu.REG_FILE._04430_,377.26
u_cpu.REG_FILE._01206_,377.21
u_cpu.REG_FILE._01046_,377.15
u_cpu.ALU.u_wallace._4018_,377.12
u_cpu.REG_FILE._01444_,376.6
u_cpu.ALU.u_wallace._1782_,375.96
u_cpu.REG_FILE._05242_,375.82
u_cpu.ALU.u_wallace._0551_,375.66
u_cpu.REG_FILE._02057_,375.38
u_cpu.REG_FILE._04428_,375.32
u_cpu.IMEM._0168_,375.01
u_cpu.IMEM._0298_,374.815
u_cpu.IMEM._0447_,374.51
u_cpu.ALU._0686_,374.095
u_cpu.IMEM._0306_,373.98
u_cpu.REG_FILE._05275_,373.96
u_cpu.REG_FILE._05235_,373.51
u_cpu.IMEM._0205_,373.08
u_cpu.IMEM._0048_,372.56
u_cpu.ALU.u_wallace._3832_,372.07
u_cpu.IMEM._0064_,371.535
clknet_4_2__leaf_wb_clk_i,371.3
u_cpu.REG_FILE._04821_,371.13
u_cpu.REG_FILE._01931_,369.18
u_cpu.IMEM._0015_,368.78
u_cpu.REG_FILE._04488_,368.6
u_cpu.REG_FILE._04889_,368.22
u_cpu.ALU.u_wallace._1125_,367.895
u_cpu.ALU.u_wallace._4599_,367.45
u_cpu.REG_FILE._05094_,367.34
u_cpu.ALU.u_wallace._4717_,367.1
u_cpu.ALU.u_wallace._0457_,366.765
u_cpu.IMEM._0038_,366.57
u_cpu.ALU.u_wallace._2056_,366.5
u_cpu.IMEM._0194_,366.41
u_cpu.REG_FILE._05361_,366.38
u_cpu.REG_FILE._05324_,365.2
u_cpu.REG_FILE._05604_,365.06
u_cpu.ALU.Product_Wallace\[25\],364.98
u_cpu.ALU.u_wallace._4302_,364.73
u_cpu.ALU.u_wallace._0217_,363.93
u_cpu.REG_FILE._05181_,363.89
u_cpu.IMEM._0228_,363.39
u_cpu.ALU.u_wallace._1957_,362.88
u_cpu.REG_FILE._02105_,362.7
u_cpu.REG_FILE._01240_,362.36
u_cpu.ALU._1018_,362.29
u_cpu.IMEM._0583_,362.12
u_cpu.ALU.u_wallace._0512_,361.48
u_cpu.REG_FILE._05618_,361.26
u_cpu.REG_FILE._01141_,360.86
u_cpu.REG_FILE._05360_,360.69
u_cpu.ALU.u_wallace._0304_,360.68
u_cpu.REG_FILE._04661_,360.58
u_cpu.REG_FILE._05072_,360.5
u_cpu.ALU.u_wallace._0325_,360.375
u_cpu.ALU.u_wallace._0403_,360.29
u_cpu.ALU.SrcB\[0\],360.1
u_cpu.ALU.u_wallace._4787_,360.02
u_cpu.ALU.u_wallace._4643_,359.74
u_cpu.ALU.u_wallace._1837_,359.62
u_cpu.REG_FILE._05509_,359.4
u_cpu.ALU.u_wallace._1278_,358.16
u_cpu.IMEM._0055_,358.125
u_cpu.ALU.u_wallace._4731_,357.795
u_cpu.ALU.u_wallace._4567_,357.66
io_out[27],356.7
u_cpu.REG_FILE._05283_,356.42
u_cpu.IMEM._0302_,356.3
u_cpu.ALU.u_wallace._0458_,356.11
u_cpu.REG_FILE._01525_,355.68
u_cpu.REG_FILE._02781_,355.64
u_cpu.ALU.u_wallace._4594_,354.525
u_cpu.REG_FILE._04925_,354.47
u_cpu._0586_,354.05
u_cpu.ALU.u_wallace._4838_,353.75
u_cpu.REG_FILE._04570_,353.4
u_cpu.M_AXI_WDATA\[20\],353.35
u_cpu.REG_FILE._04432_,353.33
u_cpu.ALU._0579_,353.13
u_cpu.ALU.u_wallace._2549_,352.52
u_cpu.REG_FILE._03342_,351.75
u_cpu.ALU.u_wallace._4609_,351.505
u_cpu.REG_FILE._03467_,351.395
u_cpu.ALU.u_wallace._4842_,351.22
u_cpu.REG_FILE._05397_,350.49
u_cpu.IMEM._0208_,350.44
u_cpu.REG_FILE._01895_,350.34
u_cpu.ALU.u_wallace._1968_,349.83
u_cpu.ALU.u_wallace._2144_,349.44
u_cpu.IMEM._0011_,349.22
u_cpu.ALU.u_wallace._0873_,348.09
u_cpu.REG_FILE._05034_,347.83
u_cpu.REG_FILE._05483_,347.78
u_cpu.IMEM._0125_,347.68
u_cpu.IMEM._0161_,346.665
u_cpu.REG_FILE._05231_,346.16
u_cpu.ALU.u_wallace._0121_,346.1
u_cpu.REG_FILE._05223_,346.04
u_cpu.ALU.u_wallace._4467_,345.83
u_cpu.ALU.u_wallace._4595_,345.15
u_cpu.ALU._0801_,344.455
u_cpu.IMEM._0287_,343.56
u_cpu.ALU._0711_,343.4
u_cpu.ALU.u_wallace._0320_,343.18
u_cpu.REG_FILE._02779_,343.14
u_cpu.REG_FILE._04420_,343.14
u_cpu.ALU.u_wallace._1158_,342.47
u_cpu.REG_FILE._01814_,341.84
u_cpu.REG_FILE._03653_,341.76
clknet_4_3__leaf_wb_clk_i,341.73
u_cpu.ALU.u_wallace._0187_,341.62
u_cpu.REG_FILE._05229_,341.34
u_cpu.IMEM._0120_,341.28
u_cpu.ALU.u_wallace._4677_,340.96
io_out[26],340.8
u_cpu.ALU.u_wallace._0313_,340.5
io_out[34],339.94
u_cpu.REG_FILE._04734_,339.68
u_cpu.REG_FILE._04900_,339.64
u_cpu.REG_FILE._04534_,339.52
u_cpu.REG_FILE._01135_,339.47
u_cpu.REG_FILE._04843_,339.32
u_cpu.ALU.u_wallace._1737_,338.96
u_cpu.ALU.u_wallace._4662_,338.96
u_cpu.REG_FILE._04705_,338.755
io_out[21],338.22
u_cpu.ALU.u_wallace._0280_,337.89
u_cpu.REG_FILE._01198_,337.71
u_cpu.ALU.u_wallace._1267_,337.69
u_cpu.REG_FILE._05287_,337.18
u_cpu.REG_FILE._01509_,336.96
u_cpu.ALU.u_wallace._4785_,336.915
u_cpu.REG_FILE._04703_,336.52
u_cpu.ALU.u_wallace._0177_,336.46
u_cpu.IMEM._0361_,336.16
u_cpu.ALU._0985_,336.13
u_cpu.ALU.u_wallace._1191_,336.06
u_cpu.ALU.u_wallace._4921_,335.475
u_cpu.ALU._0663_,335.44
u_cpu.REG_FILE._01031_,335.28
u_cpu.REG_FILE._01610_,335.24
clknet_4_12__leaf_wb_clk_i,335.17
u_cpu.REG_FILE._04961_,333.885
u_cpu.ALU.u_wallace._4412_,333.445
u_cpu.REG_FILE._05582_,333.36
u_cpu.REG_FILE._04888_,333.25
u_cpu.ALU._0516_,333.06
u_cpu.REG_FILE._03211_,332.92
u_cpu.IMEM._0162_,332.5
u_cpu.IMEM._0309_,332.41
clknet_4_7__leaf_wb_clk_i,332.06
u_cpu.REG_FILE._04427_,331.735
u_cpu.IMEM._0065_,331.315
u_cpu.REG_FILE._04657_,331.06
u_cpu.REG_FILE._05203_,330.4
u_cpu.IMEM._0018_,330.35
u_cpu.IMEM._0237_,330.05
u_cpu.IMEM._0094_,329.5
u_cpu.REG_FILE._01822_,329.34
u_cpu.REG_FILE._04709_,328.78
clknet_4_5__leaf_wb_clk_i,328.73
u_cpu.REG_FILE._05131_,328.44
u_cpu.IMEM._0763_,328.23
u_cpu.ALU.u_wallace._0203_,327.895
u_cpu.REG_FILE._05546_,327.54
u_cpu.ALU.u_wallace._2078_,327.4
u_cpu.IMEM._0435_,327.25
u_cpu.IMEM._0090_,327.08
u_cpu.REG_FILE._05167_,327.08
u_cpu.IMEM._0214_,326.77
u_cpu.ALU.u_wallace._1465_,325.88
u_cpu.ALU.u_wallace._2922_,325.425
u_cpu.REG_FILE._05472_,325.4
u_cpu.ALU.u_wallace._0279_,325.095
u_cpu.IMEM._0615_,325.02
u_cpu.ALU.u_wallace._4597_,324.42
u_cpu.ALU.u_wallace._0441_,323.51
u_cpu.IMEM._0082_,323.49
u_cpu.REG_FILE._01888_,322.835
u_cpu.ALU.u_wallace._0490_,322.67
u_cpu.REG_FILE._05323_,322.49
u_cpu.ALU.u_wallace._4661_,322.18
u_cpu.REG_FILE._04469_,321.98
u_cpu.IMEM._0103_,321.42
u_cpu.REG_FILE._04997_,320.705
u_cpu.ALU.u_wallace._0052_,320.045
u_cpu.ALU.SrcB\[10\],319.85
u_cpu.ALU.u_wallace._0057_,318.96
u_cpu.IMEM._0066_,318.775
u_cpu.IMEM._0252_,318.63
u_cpu.IMEM._0040_,318.28
u_cpu.ALU.u_wallace._1543_,318.1
u_cpu.ALU.u_wallace._2582_,317.67
u_cpu.ALU.u_wallace._0753_,317.48
u_cpu.REG_FILE._04647_,316.995
u_cpu.ALU.u_wallace._0188_,316.985
u_cpu.IMEM._0134_,315.64
u_cpu.IMEM._0211_,315.53
u_cpu.REG_FILE._05279_,315.32
u_cpu.REG_FILE._05520_,315.02
u_cpu.REG_FILE._05557_,314.96
u_cpu.REG_FILE._04520_,314.89
u_cpu.ALU.u_wallace._4669_,314.65
u_cpu.ALU.u_wallace._4794_,314.44
u_cpu.ALU.u_wallace._4923_,314.29
u_cpu.ALU.u_wallace._1180_,314.2
u_cpu.ALU.u_wallace._0479_,313.925
u_cpu.REG_FILE._04748_,313.92
u_cpu.REG_FILE._05508_,313.33
u_cpu.ALU.u_wallace._4431_,313.06
u_cpu.ALU.SrcB\[1\],313
u_cpu.REG_FILE._03547_,312.94
u_cpu.ALU.u_wallace._4204_,312.74
u_cpu.IMEM._0445_,312.65
u_cpu.ALU.u_wallace._4913_,312.39
u_cpu.REG_FILE._05435_,312.18
u_cpu.ALU.u_wallace._0545_,311.53
clknet_4_10__leaf_wb_clk_i,311.32
u_cpu.REG_FILE._05145_,311.02
u_cpu.IMEM._0230_,311.01
u_cpu.ALU._1200_,310.515
u_cpu.REG_FILE._04924_,310.27
u_cpu.ALU.u_wallace._0033_,310.21
u_cpu.ALU.u_wallace._0330_,310.04
u_cpu.IMEM._0093_,309.91
u_cpu.IMEM._0000_,309.88
u_cpu.ALU.u_wallace._2538_,309.69
u_cpu.IMEM._0145_,309.5
u_cpu.IMEM._0255_,309.445
u_cpu.IMEM._0191_,309.44
u_cpu.IMEM._0167_,309.26
u_cpu.REG_FILE._04983_,309.12
u_cpu.REG_FILE._02798_,308.92
u_cpu.REG_FILE._04396_,308.72
u_cpu.ALU.u_wallace._3623_,308.54
u_cpu.ALU.u_wallace._4796_,308.53
u_cpu.ALU.u_wallace._4907_,308.325
u_cpu.ALU.u_wallace._3689_,308.1
u_cpu.ALU.u_wallace._2955_,308
u_cpu.REG_FILE._05071_,307.66
u_cpu.REG_FILE._04498_,307.08
u_cpu.IMEM.a\[9\],306.72
u_cpu.ALU._0890_,306.67
u_cpu.REG_FILE._04699_,305.38
u_cpu.REG_FILE._05545_,305.26
u_cpu.ALU.u_wallace._4934_,304.84
u_cpu.REG_FILE._05218_,304.83
u_cpu.REG_FILE._04947_,304.68
u_cpu.REG_FILE._04476_,304.6
u_cpu.REG_FILE._04960_,304.53
u_cpu.ALU.u_wallace._2757_,303.79
u_cpu.ALU.u_wallace._4837_,303.725
u_cpu.ALU.u_wallace._0634_,303.66
u_cpu.REG_FILE._04655_,303.66
u_cpu.ALU.u_wallace._0206_,303.47
u_cpu.REG_FILE._05286_,303.37
u_cpu.ALU.u_wallace._1749_,303.32
u_cpu.REG_FILE._05227_,302.92
u_cpu.REG_FILE._03925_,302.58
u_cpu.REG_FILE._01108_,302.29
u_cpu.ALU.u_wallace._0324_,302.03
u_cpu.IMEM._0143_,301.93
u_cpu.IMEM._0132_,301.82
u_cpu.ALU.u_wallace._4471_,301.74
u_cpu.IMEM._0123_,301.4
u_cpu.IMEM._0351_,300.73
u_cpu.ALU.u_wallace._1859_,300.69
u_cpu.REG_FILE._04492_,300.62
u_cpu.REG_FILE._05434_,300.58
u_cpu.REG_FILE._05281_,300.42
u_cpu.IMEM._0096_,300.22
u_cpu.ALU.u_wallace._1311_,299.78
u_cpu.REG_FILE._04606_,299.33
u_cpu.IMEM._0657_,298.86
u_cpu.REG_FILE._01925_,298.36
u_cpu.IMEM._0363_,298.155
u_cpu.ALU._0963_,297.17
clknet_4_11__leaf_wb_clk_i,296.98
u_cpu.IMEM._0321_,296.7
u_cpu.IMEM._0512_,296.55
u_cpu.REG_FILE._03833_,296.36
u_cpu.ALU.u_wallace._0442_,295.92
u_cpu.ALU.u_wallace._1275_,295.5
u_cpu.ALU.u_wallace._4663_,295.42
u_cpu.ALU.u_wallace._1026_,295.17
u_cpu.REG_FILE._01104_,295.12
u_cpu.REG_FILE._05677_,294.86
u_cpu.REG_FILE._04687_,294.835
u_cpu.IMEM._0307_,294.69
u_cpu.ALU.u_wallace._4553_,294.305
u_cpu.ALU.u_wallace._0826_,293.605
u_cpu.IMEM._0229_,293.13
u_cpu.ALU.u_wallace._0764_,292.47
u_cpu.IMEM._0007_,292.07
u_cpu.IMEM._0231_,291.645
u_cpu.ALU.u_wallace._1531_,291.54
u_cpu.IMEM._0431_,289.64
u_cpu.ALU.u_wallace._4573_,289.34
u_cpu.REG_FILE._04711_,289.34
u_cpu.REG_FILE._05219_,289.18
u_cpu.REG_FILE._04644_,288.87
u_cpu.REG_FILE._04784_,288.29
u_cpu.IMEM._0010_,287.68
u_cpu.REG_FILE._01026_,287.35
u_cpu.ALU.u_wallace._4720_,287.08
u_cpu.IMEM._0604_,286.795
u_cpu.ALU.u_wallace._4657_,286.75
u_cpu.IMEM._0030_,286.5
u_cpu.IMEM._0315_,286.17
u_cpu.REG_FILE._01105_,285.595
u_cpu.REG_FILE._01052_,285.29
u_cpu.REG_FILE._01073_,284.65
u_cpu.REG_FILE._03513_,284.64
u_cpu.ALU.u_wallace._0029_,284.35
u_cpu.REG_FILE._02157_,283.84
u_cpu.ALU.u_wallace._4529_,283.72
u_cpu.IMEM._0008_,282.84
u_cpu.IMEM._0236_,282.68
u_cpu.ALU.u_wallace._4848_,282.64
u_cpu.ALU._0710_,282.53
u_cpu.IMEM._0331_,282.26
u_cpu.IMEM._0157_,281.65
u_cpu.REG_FILE._01164_,281.6
u_cpu.ALU._0900_,281.07
u_cpu.ALU._0581_,280.83
clknet_4_14__leaf_wb_clk_i,280.71
u_cpu.REG_FILE._01165_,280.63
u_cpu.IMEM._0118_,280.07
u_cpu.IMEM._0324_,279.69
u_cpu.IMEM._0114_,279.54
u_cpu.REG_FILE._01494_,279.44
u_cpu.REG_FILE._05265_,279.04
u_cpu.REG_FILE._01190_,278.81
u_cpu.REG_FILE._05494_,278.18
u_cpu.REG_FILE._05446_,277.77
u_cpu.IMEM._0070_,277.405
u_cpu.REG_FILE._05057_,276.78
u_cpu.ALU.u_wallace._4658_,276.66
u_cpu.IMEM._0446_,276.32
u_cpu.ALU.Product_Wallace\[23\],276.04
u_cpu.ALU.u_wallace._0959_,275.71
u_cpu.REG_FILE._04659_,275.42
u_cpu.REG_FILE._04470_,275.19
u_cpu.IMEM._0159_,275.09
u_cpu.IMEM._0371_,274.87
clknet_4_15__leaf_wb_clk_i,274.13
u_cpu.IMEM._0345_,273.8
u_cpu.ALU._0919_,273.47
u_cpu.REG_FILE._03743_,273.47
u_cpu.IMEM._0152_,273.12
u_cpu.REG_FILE._05471_,273.1
u_cpu.REG_FILE._04911_,272.83
u_cpu.ALU.u_wallace._0809_,272.19
u_cpu.ALU.u_wallace._0797_,271.7
u_cpu.ALU.u_wallace._4439_,271.57
u_cpu.ALU.u_wallace._1541_,271.5
u_cpu.IMEM.rd\[14\],271.5
u_cpu.ALU.u_wallace._0815_,270.87
u_cpu.ALU._1346_,270.74
u_cpu.REG_FILE._04701_,270.33
u_cpu.REG_FILE._04642_,270.24
u_cpu.ALU.u_wallace._0075_,270.14
u_cpu.ALU.u_wallace._0847_,270.01
u_cpu.IMEM._0305_,269.97
u_cpu.REG_FILE._04686_,269.585
u_cpu.IMEM._0041_,269.32
u_cpu.ALU.Product_Wallace\[22\],268.85
u_cpu.ALU.u_wallace._0365_,268.49
clknet_4_6__leaf_wb_clk_i,268.24
u_cpu.M_AXI_WDATA\[16\],268.1
u_cpu.IMEM._0636_,267.94
u_cpu.ALU.u_wallace._0182_,267.83
u_cpu.ALU._1328_,267.365
u_cpu.ALU.u_wallace._0169_,267.32
io_out[10],267.3
u_cpu.ALU.u_wallace._4556_,267.24
u_cpu.ALU.u_wallace._1771_,266.62
u_cpu.REG_FILE._01089_,266.295
u_cpu.IMEM._0110_,266.21
u_cpu.REG_FILE._02823_,265.98
u_cpu.ALU.u_wallace._0392_,265.955
u_cpu.IMEM._0879_,265.39
u_cpu.ALU.Product_Wallace\[19\],265.15
u_cpu.ALU.Product_Wallace\[21\],264.35
u_cpu.IMEM._0469_,264.02
u_cpu.ALU.Product_Wallace\[20\],263.82
u_cpu.IMEM._0188_,263.815
u_cpu.REG_FILE._04807_,263.78
u_cpu.ALU.Product_Wallace\[24\],263.63
u_cpu.IMEM._0037_,263.58
u_cpu.REG_FILE._05619_,263.48
u_cpu.IMEM._0164_,263.1
u_cpu.REG_FILE._05237_,263.08
u_cpu.ALU.u_wallace._1826_,262.6
u_cpu.ALU.u_wallace._0635_,262.375
u_cpu.IMEM._0920_,262.27
u_cpu.ALU.u_wallace._0332_,262.05
u_cpu.ALU.u_wallace._1075_,261.86
u_cpu.ALU.u_wallace._4601_,261.65
u_cpu.IMEM._0403_,261.49
u_cpu.ALU._0920_,261.43
u_cpu.IMEM._0816_,261.42
u_cpu.ALU.u_wallace._1271_,261.265
u_cpu.IMEM._0185_,261.25
u_cpu.REG_FILE._04436_,261.11
u_cpu.ALU.u_wallace._0028_,260.87
io_out[4],260.85
u_cpu.REG_FILE._05258_,260.78
u_cpu.ALU._0598_,260.62
u_cpu.IMEM._0699_,260.19
u_cpu.IMEM._0524_,260.025
u_cpu.ALU._0067_,259.79
u_cpu.IMEM._0033_,259.57
u_cpu.REG_FILE._04629_,259.48
u_cpu.IMEM._0129_,259.135
u_cpu.IMEM._0108_,258.57
u_cpu.REG_FILE._02147_,258.48
u_cpu._0597_,257.86
u_cpu.ALU._0752_,257.67
u_cpu.ALU._0633_,257.5
u_cpu.IMEM._0367_,257.41
u_cpu.M_AXI_WDATA\[18\],257.28
u_cpu.IMEM._0059_,257.22
u_cpu.ALU._0748_,257.025
u_cpu.ALU._0754_,256.565
u_cpu.IMEM._0141_,256.44
u_cpu.REG_FILE._04771_,256.36
u_cpu.IMEM._0411_,256.075
u_cpu.IMEM._0610_,256.06
u_cpu.ALU._0735_,255.535
u_cpu.ALU.u_wallace._2155_,255.32
u_cpu.ALU._0790_,255.06
u_cpu.ALU.u_wallace._1101_,254.095
u_cpu.ALU._0726_,253.24
u_cpu.REG_FILE._02908_,252.9
clknet_4_1__leaf_wb_clk_i,252.58
u_cpu.IMEM._0088_,252.52
u_cpu.ALU.u_wallace._2779_,252.02
u_cpu.ALU.u_wallace._0448_,251.98
u_cpu.ALU._0858_,251.81
u_cpu.ALU.u_wallace._4650_,251.64
u_cpu.REG_FILE._05277_,251.62
u_cpu.REG_FILE._02580_,251.32
u_cpu.REG_FILE._01200_,251.285
u_cpu.ALU.u_wallace._0086_,250.98
u_cpu.ALU.u_wallace._1914_,250.94
u_cpu.REG_FILE._02628_,250.26
u_cpu.ALU.u_wallace._2198_,250.11
u_cpu.ALU.u_wallace._2377_,249.94
u_cpu.REG_FILE._05263_,249.44
u_cpu.ALU._0087_,249.32
u_cpu.ALU._1149_,249.32
u_cpu.IMEM._0101_,249.27
u_cpu.ALU.u_wallace._4447_,249.26
u_cpu.REG_FILE._04126_,249.23
u_cpu.IMEM._0693_,248.7
u_cpu.ALU._0729_,248.29
u_cpu.ALU.u_wallace._2747_,247.995
u_cpu.ALU.u_wallace._0045_,247.52
u_cpu.REG_FILE._04689_,247.32
u_cpu.ALU._0826_,246.71
u_cpu.ALU.u_wallace._2166_,246.64
u_cpu.ALU.u_wallace._0807_,246.18
u_cpu.REG_FILE._04663_,246.16
u_cpu.ALU.u_wallace._1286_,245.985
u_cpu.IMEM._0014_,245.96
u_cpu.ALU.u_wallace._4353_,245.9
u_cpu.ALU.u_wallace._0144_,245.24
u_cpu.IMEM._0199_,245.15
u_cpu.REG_FILE._01737_,244.69
u_cpu.REG_FILE._05225_,244.19
u_cpu.ALU.u_wallace._0064_,243.73
u_cpu.ALU._0837_,243.7
u_cpu.IMEM._0098_,243.59
io_out[9],243.49
u_cpu.ALU.u_wallace._1224_,243.25
u_cpu.IMEM._0217_,243.235
u_cpu.ALU.u_wallace._4797_,242.495
u_cpu.ALU.u_wallace._0097_,242.42
u_cpu.ALU._0629_,242.41
u_cpu.REG_FILE._02438_,241.94
u_cpu.ALU.u_wallace._0041_,241.82
u_cpu.REG_FILE._04693_,241.3
u_cpu.REG_FILE._01045_,240.815
u_cpu.ALU._0608_,240.595
u_cpu.ALU._0560_,240.28
u_cpu.ALU.u_wallace._4649_,240.12
u_cpu.ALU.u_wallace._1903_,239.88
u_cpu.REG_FILE._02787_,239.54
u_cpu.ALU.u_wallace._2187_,239.52
u_cpu.ALU.u_wallace._0607_,239.405
u_cpu.IMEM._0061_,239.235
u_cpu.ALU.Product_Wallace\[30\],239.06
u_cpu.IMEM._0257_,238.915
u_cpu.ALU._1020_,238.8
u_cpu.ALU._0641_,238.77
u_cpu.IMEM._0240_,238.72
u_cpu.REG_FILE._04306_,238.61
u_cpu.REG_FILE._03237_,238.28
u_cpu.IMEM._0130_,237.76
u_cpu.REG_FILE._04442_,237.76
u_cpu.ALU._0741_,237.63
u_cpu.REG_FILE._01246_,237.62
u_cpu.REG_FILE._05269_,237.36
u_cpu.ALU._0794_,237.14
u_cpu.ALU.u_wallace._4645_,236.99
u_cpu.IMEM._0046_,236.675
u_cpu.ALU._0338_,236.28
u_cpu.ALU.u_wallace._1872_,236.22
u_cpu.ALU.u_wallace._1090_,235.94
u_cpu.IMEM._0144_,235.91
u_cpu.ALU._0536_,235.64
u_cpu.IMEM._0128_,235.3
u_cpu.ALU._0746_,235.04
u_cpu.ALU._0813_,234.98
u_cpu.ALU.u_wallace._4646_,234.71
u_cpu.REG_FILE._01784_,234.58
u_cpu.REG_FILE._02883_,234.36
u_cpu.IMEM._0434_,234.35
u_cpu.M_AXI_WDATA\[22\],233.67
u_cpu.ALU.Product_Wallace\[18\],233.36
u_cpu.IMEM._0316_,233.2
u_cpu.ALU.u_wallace._2571_,232.81
u_cpu.IMEM._0660_,232.1
u_cpu.IMEM._0121_,232.02
u_cpu.ALU.u_wallace._2110_,230.68
u_cpu.IMEM._0396_,230.56
u_cpu.ALU._0115_,230.4
u_cpu.ALU._0433_,230.27
u_cpu.ALU.u_wallace._1802_,230.25
u_cpu.REG_FILE._04283_,229.71
u_cpu.ALU.u_wallace._4790_,229.415
u_cpu.ALU.u_wallace._0802_,229.285
u_cpu.REG_FILE._03045_,229.22
u_cpu.ALU.u_wallace._1535_,229.06
u_cpu.ALU._0475_,228.875
io_out[16],228.84
u_cpu.ALU._0643_,228.555
u_cpu.ALU.u_wallace._1176_,228.37
u_cpu.REG_FILE._05641_,228.34
u_cpu.ALU.u_wallace._1811_,227.95
u_cpu.ALU._0811_,227.75
u_cpu.ALU._0555_,227.32
u_cpu.ALU.u_wallace._2284_,227.205
u_cpu.IMEM._0035_,227.065
u_cpu.ALU._0613_,226.84
u_cpu.ALU.u_wallace._2598_,226.5
u_cpu.ALU.u_wallace._4920_,226.12
u_cpu.ALU.ALUResult\[13\],225.88
u_cpu.REG_FILE._05267_,225.82
u_cpu.ALU.u_wallace._0293_,224.68
u_cpu.REG_FILE._02721_,224.5
u_cpu.IMEM._0001_,224
u_cpu.ALU.u_wallace._0630_,223.94
u_cpu.ALU.u_wallace._1766_,223.85
u_cpu.IMEM._0197_,223.48
u_cpu.IMEM._0374_,223.33
u_cpu.ALU._0562_,223.02
u_cpu.ALU.u_wallace._4847_,222.9
u_cpu.IMEM._0117_,222.465
